case	game	suite	category	source_authority	game_pair	runtime_model	pass	failure_class	score	groundedness	groundedness_failures	latency_ms	first_answer_token_ms	latency_budget	tokens	cached_input_tokens	guardrail_cost_usd	provider_cost_usd	tools	retries	loops	trace	langsmith_trace	error
monster-flame-demon-elite	frosthaven	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1808	1807	-	3/99/5402	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fec-2307-7000-8000-009361ad4f41?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fec-2307-7000-8000-009361ad4f41?poll=true	-
fh-monster-ability-algox-snowspeaker-trap-solo-blinding-vortex	frosthaven	table-qa	monster-abilities	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		9497	6444	-	7/414/17731	5313	0.0500	0.0062	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fec-2d8d-7000-8000-01e1a0ae3131?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fec-2d8d-7000-8000-01e1a0ae3131?poll=true	-
item-crude-boots	frosthaven	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1924	1923	-	3/96/5392	0	0.0500	0.0014	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fec-59b8-7000-8000-03c99aea5091?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fec-59b8-7000-8000-03c99aea5091?poll=true	-
fh-character-mat-boneshaper	frosthaven	table-qa	character-mats	structured-data		langgraph:anthropic:claude-sonnet-4-6	fail	answer_quality	0.2	pass		3205	3204	-	3/79/5395	0	0.0500	0.0012	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fec-6618-7000-8000-032fab786b34?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fec-6618-7000-8000-032fab786b34?poll=true	-
fh-monster-ability-abael-herder-fish-net	frosthaven	table-qa	monster-abilities	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		7741	7739	-	7/271/17504	5303	0.0500	0.0041	2	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fec-773b-7000-8000-031a1a5f3eb7?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fec-773b-7000-8000-031a1a5f3eb7?poll=true	-
fh-scenario-7-edge-of-the-world	frosthaven	table-qa	scenarios	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	0.8	pass		2087	2085	-	3/95/5407	0	0.0500	0.0014	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fec-99db-7000-8000-03511f5698b1?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fec-99db-7000-8000-03511f5698b1?poll=true	-
fh-item-005-crude-boots	frosthaven	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1857	1856	-	3/100/5398	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fec-a88b-7000-8000-00a9f83de9b6?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fec-a88b-7000-8000-00a9f83de9b6?poll=true	-
fh-monster-abael-scout-elite-level-7	frosthaven	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1762	1761	-	3/80/5381	0	0.0500	0.0012	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fec-b452-7000-8000-0363b86b1139?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fec-b452-7000-8000-0363b86b1139?poll=true	-
fh-character-ability-boneshaper-life-in-death	frosthaven	table-qa	character-abilities	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		6837	6833	-	7/317/14237	5305	0.0500	0.0048	2	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fec-bfdb-7000-8000-02dc5c614a67?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fec-bfdb-7000-8000-02dc5c614a67?poll=true	-
monster-vermling-scout	frosthaven	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1853	1851	-	3/80/5383	0	0.0500	0.0012	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fec-e0e7-7000-8000-0101c2f66a83?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fec-e0e7-7000-8000-0101c2f66a83?poll=true	-
rule-scenario-level	frosthaven	table-qa	rulebook	rulebook		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		21962	12870	-	7/1131/21768	5291	0.0500	0.0170	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fec-ebdd-7000-8000-0342932d403e?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fec-ebdd-7000-8000-0342932d403e?poll=true	-
rule-advantage	frosthaven	table-qa	rulebook	rulebook		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		28218	17162	-	7/1142/21610	5292	0.0500	0.0171	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fed-4807-7000-8000-0275105bd16c?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fed-4807-7000-8000-0275105bd16c?poll=true	-
fh-monster-abael-scout-normal-level-2	frosthaven	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1813	1812	-	3/80/5381	0	0.0500	0.0012	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fed-bc8b-7000-8000-01522c7fb8e2?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fed-bc8b-7000-8000-01522c7fb8e2?poll=true	-
fh-personal-quest-582-searching-for-the-oak	frosthaven	table-qa	personal-quests	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		8849	8845	-	8/403/20171	10793	0.0500	0.0060	3	0	3	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fed-c7b6-7000-8000-005f076d326d?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fed-c7b6-7000-8000-005f076d326d?poll=true	-
fh-monster-abael-warlord-normal-level-0	frosthaven	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1815	1814	-	3/83/5387	0	0.0500	0.0013	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fed-f2ba-7000-8000-03956b6db574?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fed-f2ba-7000-8000-03956b6db574?poll=true	-
fh-scenario-2-algox-scouting	frosthaven	table-qa	scenarios	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		9394	9390	-	6/490/8771	0	0.0500	0.0074	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fed-ff82-7000-8000-03cc9d6ab944?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fed-ff82-7000-8000-03cc9d6ab944?poll=true	-
fh-item-011-simple-charm	frosthaven	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1925	1924	-	3/99/5396	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fee-2ae4-7000-8000-002ee3303b6f?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fee-2ae4-7000-8000-002ee3303b6f?poll=true	-
fh-battle-goal-accountant	frosthaven	table-qa	battle-goals	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		3713	3710	-	6/147/7403	0	0.0500	0.0022	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fee-381a-7000-8000-028a096c57af?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fee-381a-7000-8000-028a096c57af?poll=true	-
fh-character-mat-astral	frosthaven	table-qa	character-mats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		9983	6982	-	8/397/25046	10804	0.0500	0.0060	2	0	3	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fee-4b62-7000-8000-023a665718ea?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fee-4b62-7000-8000-023a665718ea?poll=true	-
fh-character-mat-coral	frosthaven	table-qa	character-mats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		22933	20351	-	11/678/45789	30905	0.0500	0.0102	5	0	6	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fee-76bc-7000-8000-0322f5113807?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fee-76bc-7000-8000-0322f5113807?poll=true	-
fh-scenario-0-howling-in-the-snow	frosthaven	table-qa	scenarios	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		8918	8916	-	6/425/8816	0	0.0500	0.0064	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fee-d50f-7000-8000-023382a1073e?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fee-d50f-7000-8000-023382a1073e?poll=true	-
monster-living-bones-immunity	frosthaven	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		6288	6284	-	7/321/15281	5292	0.0500	0.0048	3	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fee-fef9-7000-8000-019d0611f7cb?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fee-fef9-7000-8000-019d0611f7cb?poll=true	-
fh-item-009-protective-scepter	frosthaven	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1869	1867	-	3/102/5402	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fef-1bfb-7000-8000-031640729e7f?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fef-1bfb-7000-8000-031640729e7f?poll=true	-
fh-scenario-8-crystal-trench	frosthaven	table-qa	scenarios	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	0.8	pass		1910	1907	-	3/95/5407	0	0.0500	0.0014	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fef-2963-7000-8000-012413857157?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fef-2963-7000-8000-012413857157?poll=true	-
fh-character-ability-coral-overwhelming-wave	frosthaven	table-qa	character-abilities	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		6842	6838	-	7/315/14175	5303	0.0500	0.0047	2	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fef-363b-7000-8000-01a6d1a38723?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fef-363b-7000-8000-01a6d1a38723?poll=true	-
fh-character-ability-blinkblade-blurry-jab	frosthaven	table-qa	character-abilities	structured-data		langgraph:anthropic:claude-sonnet-4-6	fail	answer_quality	0.6	pass		9297	9294	-	7/334/14314	5310	0.0500	0.0050	2	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fef-5657-7000-8000-0160a93ea416?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fef-5657-7000-8000-0160a93ea416?poll=true	-
rule-small-items	frosthaven	table-qa	rulebook	rulebook		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		11173	7179	-	7/564/16514	5294	0.0500	0.0085	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fef-83d4-7000-8000-00ac1336effc?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fef-83d4-7000-8000-00ac1336effc?poll=true	-
item-crude-helmet	frosthaven	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1898	1896	pass	3/96/5399	0	0.0500	0.0014	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fef-b50c-7000-8000-0141ea7c8a24?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fef-b50c-7000-8000-0141ea7c8a24?poll=true	-
building-alchemist	frosthaven	table-qa	buildings	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		7604	7601	-	7/321/13651	5300	0.0500	0.0048	2	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fef-c19a-7000-8000-02738c4915a5?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fef-c19a-7000-8000-02738c4915a5?poll=true	-
fh-scenario-5-frozen-crypt	frosthaven	table-qa	scenarios	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	0.8	pass		1712	1710	-	3/95/5407	0	0.0500	0.0014	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fef-e558-7000-8000-01d580603a63?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fef-e558-7000-8000-01d580603a63?poll=true	-
fh-item-001-spyglass	frosthaven	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1894	1894	-	3/100/5398	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fef-f1bf-7000-8000-01674b057321?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/25531ddc-eafa-4f5a-bdd1-294aeeda92a5/r/019f2fef-f1bf-7000-8000-01674b057321?poll=true	-
traj-section-read-now-chain	frosthaven	trajectory	trajectory	scenario-section-books		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	-		5058	5054	-	6/210/8359	0	0.0500	0.0032	2	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/bcf27d8c-4496-449c-ace5-7af7a98e8a8e/r/019f2ff0-07cc-7000-8000-00ebf239d708?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/bcf27d8c-4496-449c-ace5-7af7a98e8a8e/r/019f2ff0-07cc-7000-8000-00ebf239d708?poll=true	-
traj-rule-during-scenario	frosthaven	trajectory	trajectory	rulebook		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	-		14689	14679	-	6/611/13409	0	0.0500	0.0092	2	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/bcf27d8c-4496-449c-ace5-7af7a98e8a8e/r/019f2ff0-1b8f-7000-8000-026f2eb8a096?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/bcf27d8c-4496-449c-ace5-7af7a98e8a8e/r/019f2ff0-1b8f-7000-8000-026f2eb8a096?poll=true	-
traj-ambiguous-algox-archer	frosthaven	trajectory	trajectory	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	-		9648	9644	-	9/561/16359	5294	0.0500	0.0084	3	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/bcf27d8c-4496-449c-ace5-7af7a98e8a8e/r/019f2ff0-54f1-7000-8000-00f263e5e74b?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/bcf27d8c-4496-449c-ace5-7af7a98e8a8e/r/019f2ff0-54f1-7000-8000-00f263e5e74b?poll=true	-
traj-card-fuzzy-vs-exact	frosthaven	trajectory	trajectory	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	-		25604	25601	-	9/1491/23918	5315	0.0500	0.0224	4	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/bcf27d8c-4496-449c-ace5-7af7a98e8a8e/r/019f2ff0-7aa2-7000-8000-004cc0cb63a7?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/bcf27d8c-4496-449c-ace5-7af7a98e8a8e/r/019f2ff0-7aa2-7000-8000-004cc0cb63a7?poll=true	-
traj-exact-item-open	frosthaven	trajectory	trajectory	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	-		1492	1491	-	3/75/5374	0	0.0500	0.0011	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/bcf27d8c-4496-449c-ace5-7af7a98e8a8e/r/019f2ff0-dea7-7000-8000-0003260b952d?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/bcf27d8c-4496-449c-ace5-7af7a98e8a8e/r/019f2ff0-dea7-7000-8000-0003260b952d?poll=true	-
traj-rule-brittle-citation	frosthaven	trajectory	trajectory	rulebook		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	-		17603	10490	-	7/657/20699	5294	0.0500	0.0099	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/bcf27d8c-4496-449c-ace5-7af7a98e8a8e/r/019f2ff0-e47c-7000-8000-00bd78946155?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/bcf27d8c-4496-449c-ace5-7af7a98e8a8e/r/019f2ff0-e47c-7000-8000-00bd78946155?poll=true	-
traj-scenario-conclusion-next-links	frosthaven	trajectory	trajectory	scenario-section-books		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	-		15655	15650	-	12/648/26433	10916	0.0500	0.0097	4	0	3	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/bcf27d8c-4496-449c-ace5-7af7a98e8a8e/r/019f2ff1-2940-7000-8000-012dd56edd45?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/bcf27d8c-4496-449c-ace5-7af7a98e8a8e/r/019f2ff1-2940-7000-8000-012dd56edd45?poll=true	-
traj-scenario-conclusion-open	frosthaven	trajectory	trajectory	scenario-section-books		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	-		18058	18054	-	12/1529/25469	10882	0.0500	0.0229	3	0	3	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/bcf27d8c-4496-449c-ace5-7af7a98e8a8e/r/019f2ff1-6668-7000-8000-00eced8f847d?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/bcf27d8c-4496-449c-ace5-7af7a98e8a8e/r/019f2ff1-6668-7000-8000-00eced8f847d?poll=true	-
traj-source-discovery	frosthaven	trajectory	trajectory	contract		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	-		16672	10417	-	7/910/14269	5297	0.0500	0.0137	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/bcf27d8c-4496-449c-ace5-7af7a98e8a8e/r/019f2ff1-acf3-7000-8000-0278f69ae238?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/bcf27d8c-4496-449c-ace5-7af7a98e8a8e/r/019f2ff1-acf3-7000-8000-0278f69ae238?poll=true	-
traj-section-unlocks-scenario	frosthaven	trajectory	trajectory	scenario-section-books		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	-		8830	6188	-	12/262/21045	11112	0.0500	0.0039	2	0	3	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/bcf27d8c-4496-449c-ace5-7af7a98e8a8e/r/019f2ff1-ee13-7000-8000-031079bd77de?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/bcf27d8c-4496-449c-ace5-7af7a98e8a8e/r/019f2ff1-ee13-7000-8000-031079bd77de?poll=true	-
traj-scenario-neighbors	frosthaven	trajectory	trajectory	scenario-section-books		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	-		15845	9869	-	12/790/23884	10861	0.0500	0.0119	2	0	3	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/bcf27d8c-4496-449c-ace5-7af7a98e8a8e/r/019f2ff2-1094-7000-8000-03a0189a8821?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/bcf27d8c-4496-449c-ace5-7af7a98e8a8e/r/019f2ff2-1094-7000-8000-03a0189a8821?poll=true	-
adv-citation-source-boundary	gloomhaven-2e	adversarial-boundary	citation-source-boundary	adversarial-fixture	frosthaven:gloomhaven-2e	langgraph:anthropic:claude-sonnet-4-6	fail	source_boundary	1	-		24064	15169	-	7/1004/21339	5331	0.0500	0.0151	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/1db423b0-8fe8-418b-88ce-0736a227d972/r/019f2ff2-57b9-7000-8000-005c14ee1a83?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/1db423b0-8fe8-418b-88ce-0736a227d972/r/019f2ff2-57b9-7000-8000-005c14ee1a83?poll=true	-
