case	game	suite	category	source_authority	game_pair	runtime_model	pass	failure_class	score	groundedness	groundedness_failures	latency_ms	first_answer_token_ms	latency_budget	tokens	cached_input_tokens	guardrail_cost_usd	provider_cost_usd	tools	retries	loops	trace	langsmith_trace	error
item-crude-boots	frosthaven	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2371	2370	-	3/96/5540	0	0.0500	0.0014	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/687a4969-1170-48bf-be95-1300aff9625c/r/019f3082-c1f3-7000-8000-000fc994caa1?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/687a4969-1170-48bf-be95-1300aff9625c/r/019f3082-c1f3-7000-8000-000fc994caa1?poll=true	-
fh-character-mat-boneshaper	frosthaven	table-qa	character-mats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		12425	8312	-	8/407/25717	11104	0.0500	0.0061	2	0	3	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/687a4969-1170-48bf-be95-1300aff9625c/r/019f3082-d045-7000-8000-007bca9f6156?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/687a4969-1170-48bf-be95-1300aff9625c/r/019f3082-d045-7000-8000-007bca9f6156?poll=true	-
fh-monster-ability-abael-herder-fish-net	frosthaven	table-qa	monster-abilities	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		6423	6420	-	7/298/18024	5451	0.0500	0.0045	2	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/687a4969-1170-48bf-be95-1300aff9625c/r/019f3083-1122-7000-8000-01634f1a55b7?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/687a4969-1170-48bf-be95-1300aff9625c/r/019f3083-1122-7000-8000-01634f1a55b7?poll=true	-
fh-scenario-7-edge-of-the-world	frosthaven	table-qa	scenarios	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	0.8	pass		1729	1729	-	3/95/5555	0	0.0500	0.0014	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/687a4969-1170-48bf-be95-1300aff9625c/r/019f3083-2fd3-7000-8000-0095f767d505?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/687a4969-1170-48bf-be95-1300aff9625c/r/019f3083-2fd3-7000-8000-0095f767d505?poll=true	-
fh-item-005-crude-boots	frosthaven	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1894	1893	-	3/100/5546	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/687a4969-1170-48bf-be95-1300aff9625c/r/019f3083-3e98-7000-8000-0011f547410b?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/687a4969-1170-48bf-be95-1300aff9625c/r/019f3083-3e98-7000-8000-0011f547410b?poll=true	-
fh-monster-abael-scout-elite-level-7	frosthaven	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2084	2082	-	3/80/5529	0	0.0500	0.0012	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/687a4969-1170-48bf-be95-1300aff9625c/r/019f3083-4abc-7000-8000-01ec97cc698e?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/687a4969-1170-48bf-be95-1300aff9625c/r/019f3083-4abc-7000-8000-01ec97cc698e?poll=true	-
fh-character-ability-boneshaper-life-in-death	frosthaven	table-qa	character-abilities	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		8743	8741	-	7/309/14722	5453	0.0500	0.0046	2	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/687a4969-1170-48bf-be95-1300aff9625c/r/019f3083-5879-7000-8000-02dfae39ee04?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/687a4969-1170-48bf-be95-1300aff9625c/r/019f3083-5879-7000-8000-02dfae39ee04?poll=true	-
monster-vermling-scout	frosthaven	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2291	2290	-	3/99/5550	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/687a4969-1170-48bf-be95-1300aff9625c/r/019f3083-7f12-7000-8000-03832da3c2e6?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/687a4969-1170-48bf-be95-1300aff9625c/r/019f3083-7f12-7000-8000-03832da3c2e6?poll=true	-
rule-scenario-level	frosthaven	table-qa	rulebook	rulebook		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		18877	10612	-	7/982/17864	5439	0.0500	0.0147	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/687a4969-1170-48bf-be95-1300aff9625c/r/019f3083-8c05-7000-8000-006967c7cde8?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/687a4969-1170-48bf-be95-1300aff9625c/r/019f3083-8c05-7000-8000-006967c7cde8?poll=true	-
rule-advantage	frosthaven	table-qa	rulebook	rulebook		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		25695	16716	-	7/1031/21992	5440	0.0500	0.0155	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/687a4969-1170-48bf-be95-1300aff9625c/r/019f3083-dcac-7000-8000-000591f9bddb?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/687a4969-1170-48bf-be95-1300aff9625c/r/019f3083-dcac-7000-8000-000591f9bddb?poll=true	-
fh-monster-abael-scout-normal-level-2	frosthaven	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2513	2513	-	3/80/5529	0	0.0500	0.0012	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/687a4969-1170-48bf-be95-1300aff9625c/r/019f3084-4668-7000-8000-0125d81e1fbd?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/687a4969-1170-48bf-be95-1300aff9625c/r/019f3084-4668-7000-8000-0125d81e1fbd?poll=true	-
fh-personal-quest-582-searching-for-the-oak	frosthaven	table-qa	personal-quests	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		15890	15888	-	8/402/20811	11089	0.0500	0.0060	3	0	3	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/687a4969-1170-48bf-be95-1300aff9625c/r/019f3084-54df-7000-8000-009092987cb2?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/687a4969-1170-48bf-be95-1300aff9625c/r/019f3084-54df-7000-8000-009092987cb2?poll=true	-
fh-monster-abael-warlord-normal-level-0	frosthaven	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2164	2163	-	3/102/5554	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/687a4969-1170-48bf-be95-1300aff9625c/r/019f3084-9b40-7000-8000-03c247cf04f3?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/687a4969-1170-48bf-be95-1300aff9625c/r/019f3084-9b40-7000-8000-03c247cf04f3?poll=true	-
fh-scenario-2-algox-scouting	frosthaven	table-qa	scenarios	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		9609	9607	-	6/465/9091	0	0.0500	0.0070	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/687a4969-1170-48bf-be95-1300aff9625c/r/019f3084-a802-7000-8000-024946224aba?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/687a4969-1170-48bf-be95-1300aff9625c/r/019f3084-a802-7000-8000-024946224aba?poll=true	-
fh-item-011-simple-charm	frosthaven	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2019	2016	-	3/99/5544	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/687a4969-1170-48bf-be95-1300aff9625c/r/019f3084-d438-7000-8000-020b688e0b8a?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/687a4969-1170-48bf-be95-1300aff9625c/r/019f3084-d438-7000-8000-020b688e0b8a?poll=true	-
fh-battle-goal-accountant	frosthaven	table-qa	battle-goals	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		4076	4074	-	6/168/7769	0	0.0500	0.0025	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/687a4969-1170-48bf-be95-1300aff9625c/r/019f3084-e131-7000-8000-00c88cb57ebf?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/687a4969-1170-48bf-be95-1300aff9625c/r/019f3084-e131-7000-8000-00c88cb57ebf?poll=true	-
fh-character-mat-astral	frosthaven	table-qa	character-mats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		17317	13165	-	13/708/47148	31101	0.0500	0.0106	5	0	6	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/687a4969-1170-48bf-be95-1300aff9625c/r/019f3084-f522-7000-8000-03b2930ee397?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/687a4969-1170-48bf-be95-1300aff9625c/r/019f3084-f522-7000-8000-03b2930ee397?poll=true	-
fh-character-mat-coral	frosthaven	table-qa	character-mats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		18166	15140	-	11/702/46878	31633	0.0500	0.0105	5	0	6	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/687a4969-1170-48bf-be95-1300aff9625c/r/019f3085-4161-7000-8000-036a46234a28?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/687a4969-1170-48bf-be95-1300aff9625c/r/019f3085-4161-7000-8000-036a46234a28?poll=true	-
fh-scenario-0-howling-in-the-snow	frosthaven	table-qa	scenarios	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		10026	10024	-	6/468/9204	0	0.0500	0.0070	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/687a4969-1170-48bf-be95-1300aff9625c/r/019f3085-8c73-7000-8000-02c9fff553d2?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/687a4969-1170-48bf-be95-1300aff9625c/r/019f3085-8c73-7000-8000-02c9fff553d2?poll=true	-
monster-living-bones-immunity	frosthaven	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		6807	4137	-	7/217/15164	5440	0.0500	0.0033	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/687a4969-1170-48bf-be95-1300aff9625c/r/019f3085-bbf6-7000-8000-03dba16aa023?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/687a4969-1170-48bf-be95-1300aff9625c/r/019f3085-bbf6-7000-8000-03dba16aa023?poll=true	-
fh-item-009-protective-scepter	frosthaven	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2286	2285	-	3/102/5550	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/687a4969-1170-48bf-be95-1300aff9625c/r/019f3085-dd23-7000-8000-01ff9d0a46f1?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/687a4969-1170-48bf-be95-1300aff9625c/r/019f3085-dd23-7000-8000-01ff9d0a46f1?poll=true	-
fh-scenario-8-crystal-trench	frosthaven	table-qa	scenarios	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	0.8	pass		1931	1931	-	3/95/5555	0	0.0500	0.0014	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/687a4969-1170-48bf-be95-1300aff9625c/r/019f3085-ebd3-7000-8000-02229c8d93b6?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/687a4969-1170-48bf-be95-1300aff9625c/r/019f3085-ebd3-7000-8000-02229c8d93b6?poll=true	-
fh-character-ability-coral-overwhelming-wave	frosthaven	table-qa	character-abilities	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		10054	10052	-	7/299/14652	5451	0.0500	0.0045	2	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/687a4969-1170-48bf-be95-1300aff9625c/r/019f3085-fb17-7000-8000-03761e491166?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/687a4969-1170-48bf-be95-1300aff9625c/r/019f3085-fb17-7000-8000-03761e491166?poll=true	-
fh-character-ability-blinkblade-blurry-jab	frosthaven	table-qa	character-abilities	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	0.8	pass		7170	7168	-	7/317/14790	5458	0.0500	0.0048	2	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/687a4969-1170-48bf-be95-1300aff9625c/r/019f3086-28ec-7000-8000-00e747cd6b9c?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/687a4969-1170-48bf-be95-1300aff9625c/r/019f3086-28ec-7000-8000-00e747cd6b9c?poll=true	-
rule-small-items	frosthaven	table-qa	rulebook	rulebook		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		13949	8922	-	7/572/17011	5442	0.0500	0.0086	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/687a4969-1170-48bf-be95-1300aff9625c/r/019f3086-4cd7-7000-8000-0310be82f4b6?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/687a4969-1170-48bf-be95-1300aff9625c/r/019f3086-4cd7-7000-8000-0310be82f4b6?poll=true	-
item-crude-helmet	frosthaven	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2336	2335	pass	3/96/5547	0	0.0500	0.0014	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/687a4969-1170-48bf-be95-1300aff9625c/r/019f3086-8922-7000-8000-01a3a0d4d3a2?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/687a4969-1170-48bf-be95-1300aff9625c/r/019f3086-8922-7000-8000-01a3a0d4d3a2?poll=true	-
building-alchemist	frosthaven	table-qa	buildings	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		8788	8786	-	7/314/14137	5448	0.0500	0.0047	2	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/687a4969-1170-48bf-be95-1300aff9625c/r/019f3086-9661-7000-8000-02f6f13edd9b?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/687a4969-1170-48bf-be95-1300aff9625c/r/019f3086-9661-7000-8000-02f6f13edd9b?poll=true	-
fh-scenario-5-frozen-crypt	frosthaven	table-qa	scenarios	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	0.8	pass		3080	3079	-	3/95/5555	0	0.0500	0.0014	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/687a4969-1170-48bf-be95-1300aff9625c/r/019f3086-bf88-7000-8000-01ef48bda1c3?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/687a4969-1170-48bf-be95-1300aff9625c/r/019f3086-bf88-7000-8000-01ef48bda1c3?poll=true	-
fh-item-001-spyglass	frosthaven	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1884	1884	-	3/100/5546	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/687a4969-1170-48bf-be95-1300aff9625c/r/019f3086-d010-7000-8000-0123693f7101?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/687a4969-1170-48bf-be95-1300aff9625c/r/019f3086-d010-7000-8000-0123693f7101?poll=true	-
gh2-monster-ability-archer-shoot-foot	gloomhaven-2e	table-qa	monster-abilities	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		9548	9546	-	8/444/26258	12771	0.0500	0.0067	3	0	3	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3086-ecbc-7000-8000-0155b2e5a73b?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3086-ecbc-7000-8000-0155b2e5a73b?poll=true	-
gh2-prod-monster-ranged-disadvantage-trap-path	gloomhaven-2e	table-qa	rulebook	faq		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		24133	13990	-	7/1066/21211	5478	0.0500	0.0160	2	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3087-1788-7000-8000-0267e3b2cb5b?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3087-1788-7000-8000-0267e3b2cb5b?poll=true	-
gh2-monster-living-bones-elite-level-1	gloomhaven-2e	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2005	2004	pass	3/101/5554	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3087-7c31-7000-8000-02e807f5c3e0?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3087-7c31-7000-8000-02e807f5c3e0?poll=true	-
gh2-scenario-7-black-barrow	gloomhaven-2e	table-qa	scenarios	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		7516	7512	-	6/356/7972	0	0.0500	0.0054	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3087-88e7-7000-8000-01398d591f7f?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3087-88e7-7000-8000-01398d591f7f?poll=true	-
gh2-monster-bandit-archer-elite-level-7	gloomhaven-2e	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2137	2135	-	3/103/5556	0	0.0500	0.0016	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3087-ac47-7000-8000-03f774f513f0?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3087-ac47-7000-8000-03f774f513f0?poll=true	-
gh2-item-012-stamina-potion	gloomhaven-2e	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1821	1820	-	3/105/5556	0	0.0500	0.0016	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3087-b8ad-7000-8000-031c14a8b08c?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3087-b8ad-7000-8000-031c14a8b08c?poll=true	-
gh2-monster-city-archer-elite-level-7	gloomhaven-2e	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2173	2172	-	3/101/5552	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3087-c7eb-7000-8000-038529810568?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3087-c7eb-7000-8000-038529810568?poll=true	-
gh2-monster-black-imp-normal-level-0	gloomhaven-2e	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1957	1956	-	3/101/5552	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3087-d567-7000-8000-03adf12bc2e3?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3087-d567-7000-8000-03adf12bc2e3?poll=true	-
gh2-monster-chaos-demon-elite-level-5	gloomhaven-2e	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2580	2579	-	3/102/5554	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3087-e16d-7000-8000-004c10b91195?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3087-e16d-7000-8000-004c10b91195?poll=true	-
gh2-rule-small-items	gloomhaven-2e	table-qa	rulebook	rulebook		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		11293	7186	-	7/518/17720	5447	0.0500	0.0078	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3087-efe6-7000-8000-01b88ba9636b?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3087-efe6-7000-8000-01b88ba9636b?poll=true	-
gh2-monster-ability-bandit-archer-music-note2-solo-bandit-archer-music-note2-solo	gloomhaven-2e	table-qa	monster-abilities	structured-data		langgraph:anthropic:claude-sonnet-4-6	fail	answer_quality	0.4	pass		30447	21194	-	10/1276/33991	14121	0.0500	0.0191	3	0	3	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3088-2585-7000-8000-024e6272add2?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3088-2585-7000-8000-024e6272add2?poll=true	-
gh2-item-009-focusing-rod	gloomhaven-2e	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2702	2701	-	3/102/5550	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3088-a5cb-7000-8000-0121d2594403?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3088-a5cb-7000-8000-0121d2594403?poll=true	-
gh2-scenario-6-decaying-crypt	gloomhaven-2e	table-qa	scenarios	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	0.8	pass		2061	2060	-	3/98/5561	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3088-b654-7000-8000-03de12d5a719?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3088-b654-7000-8000-03de12d5a719?poll=true	-
gh2-item-011-healing-potion	gloomhaven-2e	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2259	2258	-	3/104/5554	0	0.0500	0.0016	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3088-c640-7000-8000-0105a1df39ab?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3088-c640-7000-8000-0105a1df39ab?poll=true	-
gh2-item-006-amulet-of-life	gloomhaven-2e	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2131	2130	-	3/105/5556	0	0.0500	0.0016	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3088-d559-7000-8000-0355f8c49d7f?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3088-d559-7000-8000-0355f8c49d7f?poll=true	-
gh2-scenario-2-ruinous-crypt	gloomhaven-2e	table-qa	scenarios	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	0.8	pass		2051	2050	-	3/98/5561	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3088-e344-7000-8000-038a21c4cc71?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3088-e344-7000-8000-038a21c4cc71?poll=true	-
