case	game	suite	category	source_authority	game_pair	runtime_model	pass	failure_class	score	groundedness	groundedness_failures	latency_ms	first_answer_token_ms	latency_budget	tokens	cached_input_tokens	guardrail_cost_usd	provider_cost_usd	tools	retries	loops	trace	langsmith_trace	error
fh-item-001-spyglass	frosthaven	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2019	2017	-	3/100/5546	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32b6-c0a5-7000-8000-0214074d0fb0?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32b6-c0a5-7000-8000-0214074d0fb0?poll=true	-
fh-monster-abael-scout-normal-level-2	frosthaven	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1890	1889	-	3/80/5529	0	0.0500	0.0012	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32b6-cf47-7000-8000-022e7d68c819?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32b6-cf47-7000-8000-022e7d68c819?poll=true	-
fh-scenario-4a-heart-of-ice-a	frosthaven	table-qa	scenarios	structured-data		langgraph:anthropic:claude-sonnet-4-6	fail	provider_error	-	-		-	-	-	-	-	0.0500	-	-	0	-	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32b6-dc01-7000-8000-0098d94a852c?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32b6-dc01-7000-8000-0098d94a852c?poll=true	Recursion limit of 25 reached without hitting a stop condition. You can increase the limit by setting the "recursionLimit" config key.

Troubleshooting URL: https://docs.langchain.com/oss/javascript/langgraph/GRAPH_RECURSION_LIMIT/

rule-poison	frosthaven	table-qa	rulebook	rulebook		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		15881	9334	-	7/572/20328	5439	0.0500	0.0086	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32b7-261f-7000-8000-00b2d1e76a8c?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32b7-261f-7000-8000-00b2d1e76a8c?poll=true	-
rule-long-rest-steps	frosthaven	table-qa	rulebook	rulebook		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		17852	10733	-	7/616/22073	5444	0.0500	0.0092	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32b7-6a0a-7000-8000-016a36069da0?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32b7-6a0a-7000-8000-016a36069da0?poll=true	-
fh-character-mat-banner-spear	frosthaven	table-qa	character-mats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		11638	8400	-	8/469/25759	11104	0.0500	0.0070	2	0	3	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32b7-b864-7000-8000-032f64f23f24?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32b7-b864-7000-8000-032f64f23f24?poll=true	-
fh-scenario-1-a-town-in-flames	frosthaven	table-qa	scenarios	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	0.8	pass		1879	1877	-	3/95/5555	0	0.0500	0.0014	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32b7-eb34-7000-8000-003c240367f2?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32b7-eb34-7000-8000-003c240367f2?poll=true	-
tool-free-assistant-game	frosthaven	table-qa	tool-free	application		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2164	2157	-	3/31/5472	0	0.0500	0.0005	0	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32b7-f93b-7000-8000-014a526c8e76?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32b7-f93b-7000-8000-014a526c8e76?poll=true	-
fh-item-009-protective-scepter	frosthaven	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2557	2554	-	3/102/5550	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32b8-0672-7000-8000-016b74a13283?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32b8-0672-7000-8000-016b74a13283?poll=true	-
fh-monster-algox-archer-elite-level-7	frosthaven	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2141	2140	-	3/99/5549	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32b8-1602-7000-8000-0023feb40d9c?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32b8-1602-7000-8000-0023feb40d9c?poll=true	-
fh-scenario-4b-heart-of-ice-b	frosthaven	table-qa	scenarios	structured-data		langgraph:anthropic:claude-sonnet-4-6	fail	answer_quality	0.2	pass		17620	12708	-	10/759/32882	22783	0.0500	0.0114	4	0	5	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32b8-22cf-7000-8000-03dfd781f9dc?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32b8-22cf-7000-8000-03dfd781f9dc?poll=true	-
fh-item-007-crude-bow	frosthaven	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2366	2365	-	3/100/5546	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32b8-6e71-7000-8000-02155f704e45?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32b8-6e71-7000-8000-02155f704e45?poll=true	-
fh-monster-algox-archer-normal-level-2	frosthaven	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1840	1839	-	3/81/5531	0	0.0500	0.0012	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32b8-7d79-7000-8000-016c4f83ca16?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32b8-7d79-7000-8000-016c4f83ca16?poll=true	-
rule-long-rest-init	frosthaven	table-qa	rulebook	rulebook		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		8787	5623	-	7/234/21838	5441	0.0500	0.0035	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32b8-892e-7000-8000-01806a2e94ee?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32b8-892e-7000-8000-01806a2e94ee?poll=true	-
fh-character-mat-boneshaper	frosthaven	table-qa	character-mats	structured-data		langgraph:anthropic:claude-sonnet-4-6	fail	answer_quality	0.2	pass		2112	2111	-	3/79/5543	0	0.0500	0.0012	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32b8-b02f-7000-8000-021172657405?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32b8-b02f-7000-8000-021172657405?poll=true	-
fh-character-ability-banner-spear-at-all-costs	frosthaven	table-qa	character-abilities	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		5677	5675	-	7/272/14716	5454	0.0500	0.0041	2	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32b8-bd0c-7000-8000-0091049943ff?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32b8-bd0c-7000-8000-0091049943ff?poll=true	-
fh-item-005-crude-boots	frosthaven	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1996	1993	-	3/100/5546	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32b8-d8fa-7000-8000-0392eec1121c?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32b8-d8fa-7000-8000-0392eec1121c?poll=true	-
fh-monster-ability-abael-herder-fish-net	frosthaven	table-qa	monster-abilities	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		6533	6529	-	7/298/18024	5451	0.0500	0.0045	2	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32b8-e4e1-7000-8000-00035ba30372?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32b8-e4e1-7000-8000-00035ba30372?poll=true	-
fh-scenario-0-howling-in-the-snow	frosthaven	table-qa	scenarios	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		8755	8751	-	6/436/9172	0	0.0500	0.0066	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32b9-03cb-7000-8000-009d0e45a962?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32b9-03cb-7000-8000-009d0e45a962?poll=true	-
fh-monster-ability-ancient-artillery-long-shot	frosthaven	table-qa	monster-abilities	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		11739	11737	-	11/499/37571	21264	0.0500	0.0075	4	0	4	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32b9-2daf-7000-8000-02dfb9e439e0?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32b9-2daf-7000-8000-02dfb9e439e0?poll=true	-
monster-flame-demon-elite	frosthaven	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1690	1689	-	3/99/5550	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32b9-600a-7000-8000-00690a1641ce?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32b9-600a-7000-8000-00690a1641ce?poll=true	-
fh-monster-ability-algox-icespeaker-warding-swipe	frosthaven	table-qa	monster-abilities	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		14188	14184	-	11/559/40052	21999	0.0500	0.0084	4	0	4	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32b9-6b2f-7000-8000-006daedc184a?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32b9-6b2f-7000-8000-006daedc184a?poll=true	-
fh-scenario-5-frozen-crypt	frosthaven	table-qa	scenarios	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	0.8	pass		1808	1806	-	3/95/5555	0	0.0500	0.0014	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32b9-aa00-7000-8000-00a216b51f31?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32b9-aa00-7000-8000-00a216b51f31?poll=true	-
rule-looting-definition	frosthaven	table-qa	rulebook	rulebook		langgraph:anthropic:claude-sonnet-4-6	pass	none	0.8	pass		29092	15081	-	7/1189/21734	5430	0.0500	0.0178	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32b9-b735-7000-8000-01b93befef83?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32b9-b735-7000-8000-01b93befef83?poll=true	-
fh-monster-algox-icespeaker-normal-level-2	frosthaven	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2350	2348	-	3/103/5556	0	0.0500	0.0016	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32ba-362d-7000-8000-00fffa3c6a47?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32ba-362d-7000-8000-00fffa3c6a47?poll=true	-
monster-vermling-scout	frosthaven	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2032	2030	-	3/80/5531	0	0.0500	0.0012	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32ba-4936-7000-8000-029d106f6997?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32ba-4936-7000-8000-029d106f6997?poll=true	-
fh-monster-algox-guard-normal-level-0	frosthaven	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1643	1641	-	3/80/5529	0	0.0500	0.0012	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32ba-5542-7000-8000-02ed11516003?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32ba-5542-7000-8000-02ed11516003?poll=true	-
item-crude-helmet	frosthaven	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1777	1775	pass	3/96/5547	0	0.0500	0.0014	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32ba-63b7-7000-8000-014c414b564a?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32ba-63b7-7000-8000-014c414b564a?poll=true	-
monster-living-bones-immunity	frosthaven	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		8488	5684	-	7/256/15203	5440	0.0500	0.0038	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32ba-716a-7000-8000-029c820c5d71?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32ba-716a-7000-8000-029c820c5d71?poll=true	-
fh-monster-abael-warlord-normal-level-0	frosthaven	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2154	2153	-	3/102/5554	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32ba-968b-7000-8000-01588d6d1996?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32ba-968b-7000-8000-01588d6d1996?poll=true	-
fh-monster-algox-guard-elite-level-5	frosthaven	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1747	1745	-	3/99/5548	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32ba-a409-7000-8000-00383d2f7382?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/50ad62f9-d555-4c8d-a15d-4cd8b1b78b96/r/019f32ba-a409-7000-8000-00383d2f7382?poll=true	-
traj-scenario-conclusion-next-links	frosthaven	trajectory	trajectory	scenario-section-books		langgraph:anthropic:claude-sonnet-4-6	fail	retrieval	0	-		4798	4795	-	6/183/9351	0	0.0500	0.0028	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/26b2005b-d166-4be2-9ee6-ca2424d3069b/r/019f32ba-b7d1-7000-8000-0094078e3a8d?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/26b2005b-d166-4be2-9ee6-ca2424d3069b/r/019f32ba-b7d1-7000-8000-0094078e3a8d?poll=true	-
traj-source-discovery	frosthaven	trajectory	trajectory	contract		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	-		15234	8866	-	7/834/14716	5445	0.0500	0.0125	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/26b2005b-d166-4be2-9ee6-ca2424d3069b/r/019f32ba-ca92-7000-8000-02a021311ef2?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/26b2005b-d166-4be2-9ee6-ca2424d3069b/r/019f32ba-ca92-7000-8000-02a021311ef2?poll=true	-
traj-section-read-now-chain	frosthaven	trajectory	trajectory	scenario-section-books		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	-		4557	4555	-	6/194/8677	0	0.0500	0.0029	2	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/26b2005b-d166-4be2-9ee6-ca2424d3069b/r/019f32bb-0616-7000-8000-029916b51561?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/26b2005b-d166-4be2-9ee6-ca2424d3069b/r/019f32bb-0616-7000-8000-029916b51561?poll=true	-
traj-rule-during-scenario	frosthaven	trajectory	trajectory	rulebook		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	-		14364	14353	-	6/524/11615	0	0.0500	0.0079	2	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/26b2005b-d166-4be2-9ee6-ca2424d3069b/r/019f32bb-17e4-7000-8000-03ea9a35f7b5?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/26b2005b-d166-4be2-9ee6-ca2424d3069b/r/019f32bb-17e4-7000-8000-03ea9a35f7b5?poll=true	-
traj-card-fuzzy-vs-exact	frosthaven	trajectory	trajectory	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	-		25352	25349	-	9/1450/25649	5463	0.0500	0.0218	4	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/26b2005b-d166-4be2-9ee6-ca2424d3069b/r/019f32bb-5002-7000-8000-00ec64dc7660?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/26b2005b-d166-4be2-9ee6-ca2424d3069b/r/019f32bb-5002-7000-8000-00ec64dc7660?poll=true	-
traj-exact-item-open	frosthaven	trajectory	trajectory	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	-		1521	1519	-	3/75/5522	0	0.0500	0.0011	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/26b2005b-d166-4be2-9ee6-ca2424d3069b/r/019f32bb-b30b-7000-8000-035417abc565?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/26b2005b-d166-4be2-9ee6-ca2424d3069b/r/019f32bb-b30b-7000-8000-035417abc565?poll=true	-
traj-ambiguous-algox-archer	frosthaven	trajectory	trajectory	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	-		9795	9791	-	9/558/16827	5442	0.0500	0.0084	3	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/26b2005b-d166-4be2-9ee6-ca2424d3069b/r/019f32bb-b8fd-7000-8000-013812e01506?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/26b2005b-d166-4be2-9ee6-ca2424d3069b/r/019f32bb-b8fd-7000-8000-013812e01506?poll=true	-
traj-rule-brittle-citation	frosthaven	trajectory	trajectory	rulebook		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	-		17095	10384	-	7/630/21165	5442	0.0500	0.0095	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/26b2005b-d166-4be2-9ee6-ca2424d3069b/r/019f32bb-df41-7000-8000-010d5c9ad1cd?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/26b2005b-d166-4be2-9ee6-ca2424d3069b/r/019f32bb-df41-7000-8000-010d5c9ad1cd?poll=true	-
traj-scenario-conclusion-open	frosthaven	trajectory	trajectory	scenario-section-books		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	-		12372	12369	-	12/705/25304	11178	0.0500	0.0106	3	0	3	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/26b2005b-d166-4be2-9ee6-ca2424d3069b/r/019f32bc-2209-7000-8000-0192353ca5c6?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/26b2005b-d166-4be2-9ee6-ca2424d3069b/r/019f32bc-2209-7000-8000-0192353ca5c6?poll=true	-
traj-scenario-neighbors	frosthaven	trajectory	trajectory	scenario-section-books		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	-		18461	11707	-	12/846/25380	11402	0.0500	0.0127	2	0	3	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/26b2005b-d166-4be2-9ee6-ca2424d3069b/r/019f32bc-525e-7000-8000-03eb48fe1da6?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/26b2005b-d166-4be2-9ee6-ca2424d3069b/r/019f32bc-525e-7000-8000-03eb48fe1da6?poll=true	-
traj-section-unlocks-scenario	frosthaven	trajectory	trajectory	scenario-section-books		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	-		7933	5922	-	12/263/21693	11410	0.0500	0.0039	2	0	3	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/26b2005b-d166-4be2-9ee6-ca2424d3069b/r/019f32bc-9a7c-7000-8000-0074ec63c626?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/26b2005b-d166-4be2-9ee6-ca2424d3069b/r/019f32bc-9a7c-7000-8000-0074ec63c626?poll=true	-
adv-citation-source-boundary	gloomhaven-2e	adversarial-boundary	citation-source-boundary	adversarial-fixture	frosthaven:gloomhaven-2e	langgraph:anthropic:claude-sonnet-4-6	pass	none	1	-		20780	12998	-	7/849/21663	5479	0.0500	0.0127	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/d761aff6-c9cd-4cb0-8d6f-7ff1aeb9000d/r/019f32bc-c17d-7000-8000-035e7382e816?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/d761aff6-c9cd-4cb0-8d6f-7ff1aeb9000d/r/019f32bc-c17d-7000-8000-035e7382e816?poll=true	-
