case	game	suite	category	source_authority	game_pair	runtime_model	pass	failure_class	score	groundedness	groundedness_failures	latency_ms	first_answer_token_ms	latency_budget	tokens	cached_input_tokens	guardrail_cost_usd	provider_cost_usd	tools	retries	loops	trace	langsmith_trace	error
fh-monster-ability-algox-snowspeaker-trap-solo-blinding-vortex	frosthaven	table-qa	monster-abilities	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		8882	6142	-	7/376/17693	5313	0.0500	0.0056	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5b-6223-7000-8000-01ac045d5c2b?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5b-6223-7000-8000-01ac045d5c2b?poll=true	-
item-crude-boots	frosthaven	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		5254	5252	-	6/200/7480	0	0.0500	0.0030	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5b-8a39-7000-8000-007b8433f74d?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5b-8a39-7000-8000-007b8433f74d?poll=true	-
fh-character-mat-boneshaper	frosthaven	table-qa	character-mats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		7792	7790	-	6/168/7848	0	0.0500	0.0025	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5b-a31c-7000-8000-0166000b47c5?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5b-a31c-7000-8000-0166000b47c5?poll=true	-
fh-monster-ability-abael-herder-fish-net	frosthaven	table-qa	monster-abilities	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		9095	9092	-	7/272/17505	5303	0.0500	0.0041	2	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5b-c738-7000-8000-01ea298be1ae?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5b-c738-7000-8000-01ea298be1ae?poll=true	-
fh-scenario-7-edge-of-the-world	frosthaven	table-qa	scenarios	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		8999	8997	-	6/465/8608	0	0.0500	0.0070	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5b-ef99-7000-8000-01095c0e71b6?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5b-ef99-7000-8000-01095c0e71b6?poll=true	-
fh-item-005-crude-boots	frosthaven	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		5244	5242	-	6/208/7496	0	0.0500	0.0031	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5c-1a59-7000-8000-00212582c2db?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5c-1a59-7000-8000-00212582c2db?poll=true	-
fh-monster-abael-scout-elite-level-7	frosthaven	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		7851	7847	-	7/316/14497	5298	0.0500	0.0047	2	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5c-359b-7000-8000-015c1429b4c5?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5c-359b-7000-8000-015c1429b4c5?poll=true	-
fh-character-ability-boneshaper-life-in-death	frosthaven	table-qa	character-abilities	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		7249	7247	-	7/316/14236	5305	0.0500	0.0047	2	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5c-59f6-7000-8000-01f82e6950cb?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5c-59f6-7000-8000-01f82e6950cb?poll=true	-
monster-vermling-scout	frosthaven	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		7160	7158	-	7/304/14444	5300	0.0500	0.0046	2	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5c-7bfb-7000-8000-03a7d4bbeaf4?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5c-7bfb-7000-8000-03a7d4bbeaf4?poll=true	-
rule-scenario-level	frosthaven	table-qa	rulebook	rulebook		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		23173	13924	-	7/1143/21780	5291	0.0500	0.0171	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5c-9d25-7000-8000-0079357c81ea?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5c-9d25-7000-8000-0079357c81ea?poll=true	-
rule-advantage	frosthaven	table-qa	rulebook	rulebook		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		24980	15590	-	7/906/21374	5292	0.0500	0.0136	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5c-fdfb-7000-8000-00b91ebefe7b?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5c-fdfb-7000-8000-00b91ebefe7b?poll=true	-
fh-monster-abael-scout-normal-level-2	frosthaven	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		5943	5941	-	7/282/14413	5298	0.0500	0.0042	2	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5d-678b-7000-8000-023f332a82ff?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5d-678b-7000-8000-023f332a82ff?poll=true	-
fh-personal-quest-582-searching-for-the-oak	frosthaven	table-qa	personal-quests	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		8600	8598	-	8/402/20170	10793	0.0500	0.0060	3	0	3	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5d-8471-7000-8000-016bfedd4c66?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5d-8471-7000-8000-016bfedd4c66?poll=true	-
fh-monster-abael-warlord-normal-level-0	frosthaven	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		6775	6773	-	7/295/13781	5301	0.0500	0.0044	2	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5d-ac5e-7000-8000-034cb3a8a481?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5d-ac5e-7000-8000-034cb3a8a481?poll=true	-
fh-scenario-2-algox-scouting	frosthaven	table-qa	scenarios	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		9354	9351	-	6/428/8709	0	0.0500	0.0064	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5d-cc9c-7000-8000-01d9ecec44ce?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5d-cc9c-7000-8000-01d9ecec44ce?poll=true	-
fh-item-011-simple-charm	frosthaven	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		4889	4887	-	6/192/7483	0	0.0500	0.0029	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5d-f7ee-7000-8000-0101ac20b9d0?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5d-f7ee-7000-8000-0101ac20b9d0?poll=true	-
fh-battle-goal-accountant	frosthaven	table-qa	battle-goals	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		3969	3967	-	6/148/7404	0	0.0500	0.0022	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5e-0f94-7000-8000-03f3c6ecf741?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5e-0f94-7000-8000-03f3c6ecf741?poll=true	-
fh-character-mat-astral	frosthaven	table-qa	character-mats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		11298	11295	-	8/372/20434	10810	0.0500	0.0056	3	0	3	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5e-253e-7000-8000-01e5cceb1af9?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5e-253e-7000-8000-01e5cceb1af9?poll=true	-
fh-character-mat-coral	frosthaven	table-qa	character-mats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		4544	4543	-	6/211/7863	0	0.0500	0.0032	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5e-56bc-7000-8000-03eb5de85c44?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5e-56bc-7000-8000-03eb5de85c44?poll=true	-
fh-scenario-0-howling-in-the-snow	frosthaven	table-qa	scenarios	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		8578	8577	-	6/423/8814	0	0.0500	0.0064	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5e-6da0-7000-8000-00e2ac4648a4?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5e-6da0-7000-8000-00e2ac4648a4?poll=true	-
monster-living-bones-immunity	frosthaven	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		9038	9036	-	7/340/15300	5292	0.0500	0.0051	3	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5e-9613-7000-8000-03ed5244215b?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5e-9613-7000-8000-03ed5244215b?poll=true	-
fh-item-009-protective-scepter	frosthaven	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		5380	5377	-	6/224/7539	0	0.0500	0.0034	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5e-bd54-7000-8000-03c62dad07c3?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5e-bd54-7000-8000-03c62dad07c3?poll=true	-
fh-scenario-8-crystal-trench	frosthaven	table-qa	scenarios	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		8859	8857	-	6/491/8715	0	0.0500	0.0074	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5e-d859-7000-8000-010c45179dd4?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5e-d859-7000-8000-010c45179dd4?poll=true	-
fh-character-ability-coral-overwhelming-wave	frosthaven	table-qa	character-abilities	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		6933	6931	-	7/290/14150	5303	0.0500	0.0044	2	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5f-02de-7000-8000-02959ee34514?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5f-02de-7000-8000-02959ee34514?poll=true	-
fh-character-ability-blinkblade-blurry-jab	frosthaven	table-qa	character-abilities	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	0.8	pass		8363	8361	-	7/349/14329	5310	0.0500	0.0052	2	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5f-22e2-7000-8000-03404713caad?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5f-22e2-7000-8000-03404713caad?poll=true	-
rule-small-items	frosthaven	table-qa	rulebook	rulebook		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		14157	9844	-	7/620/16566	5294	0.0500	0.0093	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5f-4c56-7000-8000-02fa41f74aa6?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5f-4c56-7000-8000-02fa41f74aa6?poll=true	-
item-crude-helmet	frosthaven	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	fail	latency_budget	1	pass		5327	5325	fail	6/189/7493	0	0.0500	0.0029	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5f-8856-7000-8000-013a7bef4291?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5f-8856-7000-8000-013a7bef4291?poll=true	-
building-alchemist	frosthaven	table-qa	buildings	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		11064	11062	-	7/357/13687	5300	0.0500	0.0054	2	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5f-a247-7000-8000-01e2d15623eb?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5f-a247-7000-8000-01e2d15623eb?poll=true	-
fh-scenario-5-frozen-crypt	frosthaven	table-qa	scenarios	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		9300	9297	-	6/430/8798	0	0.0500	0.0065	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5f-d59f-7000-8000-03721d97eb33?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5f-d59f-7000-8000-03721d97eb33?poll=true	-
fh-item-001-spyglass	frosthaven	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		4856	4854	-	6/188/7476	0	0.0500	0.0028	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f60-00bf-7000-8000-03d8ccd2eb65?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f60-00bf-7000-8000-03d8ccd2eb65?poll=true	-
traj-section-read-now-chain	frosthaven	trajectory	trajectory	scenario-section-books		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	-		5058	5057	-	6/171/8306	0	0.0500	0.0026	2	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/f948f558-556f-48a2-b583-88bdc2293cc1/r/019f2f60-2274-7000-8000-034c9c8d595e?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/f948f558-556f-48a2-b583-88bdc2293cc1/r/019f2f60-2274-7000-8000-034c9c8d595e?poll=true	-
traj-rule-during-scenario	frosthaven	trajectory	trajectory	rulebook		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	-		12914	12905	-	6/518/11303	0	0.0500	0.0078	2	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/f948f558-556f-48a2-b583-88bdc2293cc1/r/019f2f60-3638-7000-8000-00d6880a1f60?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/f948f558-556f-48a2-b583-88bdc2293cc1/r/019f2f60-3638-7000-8000-00d6880a1f60?poll=true	-
traj-ambiguous-algox-archer	frosthaven	trajectory	trajectory	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	-		11257	11255	-	9/744/16143	5294	0.0500	0.0112	3	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/f948f558-556f-48a2-b583-88bdc2293cc1/r/019f2f60-68ac-7000-8000-02a2447a530a?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/f948f558-556f-48a2-b583-88bdc2293cc1/r/019f2f60-68ac-7000-8000-02a2447a530a?poll=true	-
traj-card-fuzzy-vs-exact	frosthaven	trajectory	trajectory	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	-		25159	25156	-	9/1508/25224	5315	0.0500	0.0226	4	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/f948f558-556f-48a2-b583-88bdc2293cc1/r/019f2f60-94a6-7000-8000-010b6c66a189?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/f948f558-556f-48a2-b583-88bdc2293cc1/r/019f2f60-94a6-7000-8000-010b6c66a189?poll=true	-
traj-exact-item-open	frosthaven	trajectory	trajectory	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	-		4977	4975	-	6/179/7444	0	0.0500	0.0027	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/f948f558-556f-48a2-b583-88bdc2293cc1/r/019f2f60-f6ee-7000-8000-0085b27da022?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/f948f558-556f-48a2-b583-88bdc2293cc1/r/019f2f60-f6ee-7000-8000-0085b27da022?poll=true	-
traj-rule-brittle-citation	frosthaven	trajectory	trajectory	rulebook		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	-		17902	10208	-	7/645/20647	5294	0.0500	0.0097	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/f948f558-556f-48a2-b583-88bdc2293cc1/r/019f2f61-0a60-7000-8000-006710d264e6?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/f948f558-556f-48a2-b583-88bdc2293cc1/r/019f2f61-0a60-7000-8000-006710d264e6?poll=true	-
traj-scenario-conclusion-next-links	frosthaven	trajectory	trajectory	scenario-section-books		langgraph:anthropic:claude-sonnet-4-6	fail	retrieval	0	-		6745	6743	-	6/277/9099	0	0.0500	0.0042	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/f948f558-556f-48a2-b583-88bdc2293cc1/r/019f2f61-504f-7000-8000-02977a174c77?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/f948f558-556f-48a2-b583-88bdc2293cc1/r/019f2f61-504f-7000-8000-02977a174c77?poll=true	-
traj-scenario-conclusion-open	frosthaven	trajectory	trajectory	scenario-section-books		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	-		18743	18740	-	12/1539/25499	10883	0.0500	0.0231	3	0	3	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/f948f558-556f-48a2-b583-88bdc2293cc1/r/019f2f61-6aa9-7000-8000-00a4a1ee90d3?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/f948f558-556f-48a2-b583-88bdc2293cc1/r/019f2f61-6aa9-7000-8000-00a4a1ee90d3?poll=true	-
traj-source-discovery	frosthaven	trajectory	trajectory	contract		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	-		16565	10355	-	7/950/14323	5297	0.0500	0.0143	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/f948f558-556f-48a2-b583-88bdc2293cc1/r/019f2f61-b3e0-7000-8000-0094a969c8b6?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/f948f558-556f-48a2-b583-88bdc2293cc1/r/019f2f61-b3e0-7000-8000-0094a969c8b6?poll=true	-
traj-section-unlocks-scenario	frosthaven	trajectory	trajectory	scenario-section-books		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	-		8208	5739	-	12/245/21028	11112	0.0500	0.0037	2	0	3	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/f948f558-556f-48a2-b583-88bdc2293cc1/r/019f2f61-f496-7000-8000-0209f9eef17f?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/f948f558-556f-48a2-b583-88bdc2293cc1/r/019f2f61-f496-7000-8000-0209f9eef17f?poll=true	-
traj-scenario-neighbors	frosthaven	trajectory	trajectory	scenario-section-books		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	-		17474	11723	-	12/721/23857	10861	0.0500	0.0108	2	0	3	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/f948f558-556f-48a2-b583-88bdc2293cc1/r/019f2f62-14a7-7000-8000-023480bdf308?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/f948f558-556f-48a2-b583-88bdc2293cc1/r/019f2f62-14a7-7000-8000-023480bdf308?poll=true	-
adv-citation-source-boundary	gloomhaven-2e	adversarial-boundary	citation-source-boundary	adversarial-fixture	frosthaven:gloomhaven-2e	langgraph:anthropic:claude-sonnet-4-6	pass	none	1	-		26203	17513	-	7/988/21317	5331	0.0500	0.0148	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/ae03a05d-4256-440f-9401-47b3537759c6/r/019f2f62-63dc-7000-8000-0232c004749d?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/ae03a05d-4256-440f-9401-47b3537759c6/r/019f2f62-63dc-7000-8000-0232c004749d?poll=true	-
adv-poisoned-source-entry	gloomhaven-2e	adversarial-boundary	poisoned-source-entry	adversarial-fixture	frosthaven:gloomhaven-2e	langgraph:anthropic:claude-sonnet-4-6	fail	source_boundary	1	-		15593	10268	-	7/557/16921	5334	0.0500	0.0084	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/ae03a05d-4256-440f-9401-47b3537759c6/r/019f2f62-ca39-7000-8000-01a581903475?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/ae03a05d-4256-440f-9401-47b3537759c6/r/019f2f62-ca39-7000-8000-01a581903475?poll=true	-
adv-unsafe-html-output	frosthaven	adversarial-boundary	unsafe-html-output	adversarial-fixture		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	-		17955	12492	-	7/661/19330	5317	0.0500	0.0099	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/ae03a05d-4256-440f-9401-47b3537759c6/r/019f2f63-0723-7000-8000-002d94e9abe9?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/ae03a05d-4256-440f-9401-47b3537759c6/r/019f2f63-0723-7000-8000-002d94e9abe9?poll=true	-
