case	game	suite	category	question_class	lane	source_authority	game_pair	runtime_model	pass	failure_class	score	groundedness	groundedness_failures	latency_ms	first_answer_token_ms	latency_budget	tokens	cached_input_tokens	guardrail_cost_usd	provider_cost_usd	judge_cost_usd	tools	retries	loops	trace	langsmith_trace	error
gh2-item-013-element-potion	gloomhaven-2e	table-qa	items	exact-lookup	fast	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2513	1341	-	2570/87/2657	0	0.0500	0.0030	0.0016	2	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/eb1f9b85-d0fe-48e0-b39e-fcb438a8e5e0/r/019f471b-6689-7000-8000-015c28c3826e?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/eb1f9b85-d0fe-48e0-b39e-fcb438a8e5e0/r/019f471b-6689-7000-8000-015c28c3826e?poll=true	-
gh2-prod-monster-ranged-disadvantage-trap-path	gloomhaven-2e	table-qa	rulebook	rules-synthesis	fast	faq		langgraph:anthropic:claude-sonnet-4-6	fail	answer_quality	0.4	pass		4067	1718	-	2849/184/3033	0	0.0500	0.0038	0.0026	2	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/eb1f9b85-d0fe-48e0-b39e-fcb438a8e5e0/r/019f471b-78f6-7000-8000-02f8ff58c4a4?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/eb1f9b85-d0fe-48e0-b39e-fcb438a8e5e0/r/019f471b-78f6-7000-8000-02f8ff58c4a4?poll=true	-
gh2-monster-ability-bandit-scout-music-note2-solo-bandit-scout-music-note2-solo	gloomhaven-2e	table-qa	monster-abilities	exact-lookup	fast	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2122	1345	-	2819/52/2871	0	0.0500	0.0031	0.0013	2	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/eb1f9b85-d0fe-48e0-b39e-fcb438a8e5e0/r/019f471b-99bb-7000-8000-01d751375c9a?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/eb1f9b85-d0fe-48e0-b39e-fcb438a8e5e0/r/019f471b-99bb-7000-8000-01d751375c9a?poll=true	-
gh2-character-mat-bruiser	gloomhaven-2e	table-qa	character-mats	exact-lookup	deep	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		8006	5713	-	967/294/8619	6170	0.0500	0.0109	0.0017	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/eb1f9b85-d0fe-48e0-b39e-fcb438a8e5e0/r/019f471b-a812-7000-8000-0150056ad347?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/eb1f9b85-d0fe-48e0-b39e-fcb438a8e5e0/r/019f471b-a812-7000-8000-0150056ad347?poll=true	-
gh2-monster-city-archer-normal-level-2	gloomhaven-2e	table-qa	monster-stats	exact-lookup	fast	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1713	1159	-	2454/48/2502	0	0.0500	0.0027	0.0013	2	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/eb1f9b85-d0fe-48e0-b39e-fcb438a8e5e0/r/019f471b-cefb-7000-8000-0280159a166b?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/eb1f9b85-d0fe-48e0-b39e-fcb438a8e5e0/r/019f471b-cefb-7000-8000-0280159a166b?poll=true	-
gh2-scenario-8-barrow-lair	gloomhaven-2e	table-qa	scenarios	exact-lookup	fast	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		3337	1643	-	4258/128/4386	0	0.0500	0.0049	0.0018	6	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/eb1f9b85-d0fe-48e0-b39e-fcb438a8e5e0/r/019f471b-db4e-7000-8000-02e4c0433577?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/eb1f9b85-d0fe-48e0-b39e-fcb438a8e5e0/r/019f471b-db4e-7000-8000-02e4c0433577?poll=true	-
gh2-item-002-winged-shoes	gloomhaven-2e	table-qa	items	exact-lookup	fast	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1957	968	-	2615/64/2679	0	0.0500	0.0029	0.0015	2	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/eb1f9b85-d0fe-48e0-b39e-fcb438a8e5e0/r/019f471b-f2ac-7000-8000-0367a9c20e25?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/eb1f9b85-d0fe-48e0-b39e-fcb438a8e5e0/r/019f471b-f2ac-7000-8000-0367a9c20e25?poll=true	-
gh2-character-ability-doomstalker-rain-of-arrows	gloomhaven-2e	table-qa	character-abilities	exact-lookup	fast	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		3001	1213	-	2771/113/2884	0	0.0500	0.0033	0.0016	2	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/eb1f9b85-d0fe-48e0-b39e-fcb438a8e5e0/r/019f471c-02bf-7000-8000-0191a6d45acf?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/eb1f9b85-d0fe-48e0-b39e-fcb438a8e5e0/r/019f471c-02bf-7000-8000-0191a6d45acf?poll=true	-
gh2-scenario-2-ruinous-crypt	gloomhaven-2e	table-qa	scenarios	exact-lookup	fast	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	0.8	pass		2136	1265	-	3056/79/3135	0	0.0500	0.0035	0.0016	6	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/eb1f9b85-d0fe-48e0-b39e-fcb438a8e5e0/r/019f471c-15cf-7000-8000-008acf6a3a78?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/eb1f9b85-d0fe-48e0-b39e-fcb438a8e5e0/r/019f471c-15cf-7000-8000-008acf6a3a78?poll=true	-
gh2-monster-chaos-demon-normal-level-0	gloomhaven-2e	table-qa	monster-stats	exact-lookup	fast	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2188	1416	-	2542/49/2591	0	0.0500	0.0028	0.0013	2	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/eb1f9b85-d0fe-48e0-b39e-fcb438a8e5e0/r/019f471c-25f0-7000-8000-01c067dc6cca?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/eb1f9b85-d0fe-48e0-b39e-fcb438a8e5e0/r/019f471c-25f0-7000-8000-01c067dc6cca?poll=true	-
gh2-character-mat-bladewarm	gloomhaven-2e	table-qa	character-mats	exact-lookup	deep	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		8337	6066	-	953/308/8584	6170	0.0500	0.0110	0.0016	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/eb1f9b85-d0fe-48e0-b39e-fcb438a8e5e0/r/019f471c-34b8-7000-8000-010a497d832f?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/eb1f9b85-d0fe-48e0-b39e-fcb438a8e5e0/r/019f471c-34b8-7000-8000-010a497d832f?poll=true	-
gh2-faq-shield-ward-order	gloomhaven-2e	table-qa	rulebook	rules-synthesis	fast	faq		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		2280	1416	pass	1840/93/1933	0	0.0500	0.0023	0.0012	2	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/eb1f9b85-d0fe-48e0-b39e-fcb438a8e5e0/r/019f471c-5efc-7000-8000-009f9e7389e0?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/eb1f9b85-d0fe-48e0-b39e-fcb438a8e5e0/r/019f471c-5efc-7000-8000-009f9e7389e0?poll=true	-
gh2-scenario-4-crypt-damned	gloomhaven-2e	table-qa	scenarios	exact-lookup	fast	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2343	1617	pass	2961/54/3015	0	0.0500	0.0032	0.0014	6	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/eb1f9b85-d0fe-48e0-b39e-fcb438a8e5e0/r/019f471c-6cfa-7000-8000-02f0623a4a74?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/eb1f9b85-d0fe-48e0-b39e-fcb438a8e5e0/r/019f471c-6cfa-7000-8000-02f0623a4a74?poll=true	-
gh2-item-010-simple-bow	gloomhaven-2e	table-qa	items	exact-lookup	fast	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2236	1568	-	1596/80/1676	0	0.0500	0.0020	0.0014	2	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/eb1f9b85-d0fe-48e0-b39e-fcb438a8e5e0/r/019f471c-97b5-7000-8000-01c8b15bdf25?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/eb1f9b85-d0fe-48e0-b39e-fcb438a8e5e0/r/019f471c-97b5-7000-8000-01c8b15bdf25?poll=true	-
gh2-monster-ability-archer-shoot-foot	gloomhaven-2e	table-qa	monster-abilities	exact-lookup	fast	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2479	1184	-	2464/60/2524	0	0.0500	0.0028	0.0012	2	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/eb1f9b85-d0fe-48e0-b39e-fcb438a8e5e0/r/019f471c-a694-7000-8000-00487cb246f7?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/eb1f9b85-d0fe-48e0-b39e-fcb438a8e5e0/r/019f471c-a694-7000-8000-00487cb246f7?poll=true	-
gh2-monster-bandit-archer-elite-level-7	gloomhaven-2e	table-qa	monster-stats	exact-lookup	fast	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		3151	2379	-	2638/71/2709	0	0.0500	0.0030	0.0013	2	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/eb1f9b85-d0fe-48e0-b39e-fcb438a8e5e0/r/019f471c-b568-7000-8000-030ef1b3570a?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/eb1f9b85-d0fe-48e0-b39e-fcb438a8e5e0/r/019f471c-b568-7000-8000-030ef1b3570a?poll=true	-
gh2-scenario-0-training-course	gloomhaven-2e	table-qa	scenarios	exact-lookup	fast	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1989	1032	-	4791/59/4850	0	0.0500	0.0051	0.0016	6	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/eb1f9b85-d0fe-48e0-b39e-fcb438a8e5e0/r/019f471c-c738-7000-8000-0246e34cb9b1?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/eb1f9b85-d0fe-48e0-b39e-fcb438a8e5e0/r/019f471c-c738-7000-8000-0246e34cb9b1?poll=true	-
gh2-scenario-5-forgotten-crypt	gloomhaven-2e	table-qa	scenarios	exact-lookup	fast	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2437	1389	-	4376/85/4461	0	0.0500	0.0048	0.0016	6	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/eb1f9b85-d0fe-48e0-b39e-fcb438a8e5e0/r/019f471c-d5db-7000-8000-00ecb025f4ca?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/eb1f9b85-d0fe-48e0-b39e-fcb438a8e5e0/r/019f471c-d5db-7000-8000-00ecb025f4ca?poll=true	-
gh2-faq-monster-trap-strength	gloomhaven-2e	table-qa	rulebook	rules-synthesis	fast	faq		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		2597	1156	pass	1559/147/1706	0	0.0500	0.0023	0.0016	2	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/eb1f9b85-d0fe-48e0-b39e-fcb438a8e5e0/r/019f471c-e59c-7000-8000-02c6a1af725a?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/eb1f9b85-d0fe-48e0-b39e-fcb438a8e5e0/r/019f471c-e59c-7000-8000-02c6a1af725a?poll=true	-
gh2-item-008-heater-shield	gloomhaven-2e	table-qa	items	exact-lookup	fast	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		6813	1818	-	2474/83/2557	0	0.0500	0.0029	0.0014	2	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/eb1f9b85-d0fe-48e0-b39e-fcb438a8e5e0/r/019f471c-f7f3-7000-8000-03753a771895?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/eb1f9b85-d0fe-48e0-b39e-fcb438a8e5e0/r/019f471c-f7f3-7000-8000-03753a771895?poll=true	-
