case	game	suite	category	question_class	source_authority	game_pair	runtime_model	pass	failure_class	score	groundedness	groundedness_failures	latency_ms	first_answer_token_ms	latency_budget	tokens	cached_input_tokens	guardrail_cost_usd	provider_cost_usd	tools	retries	loops	trace	langsmith_trace	error
rule-wound	frosthaven	table-qa	rulebook	rules-synthesis	rulebook		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		14629	8500	-	7/549/21344	20788	0.0500	0.0082	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3483-17ee-7000-8000-0275472d22d8?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3483-17ee-7000-8000-0275472d22d8?poll=true	-
building-mining-camp-level-1	frosthaven	table-qa	buildings	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1835	1832	pass	3/99/5567	5465	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3483-5725-7000-8000-03ae8c09e40f?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3483-5725-7000-8000-03ae8c09e40f?poll=true	-
item-crude-helmet	frosthaven	table-qa	items	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1963	1962	pass	3/96/5558	5459	0.0500	0.0014	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3483-65da-7000-8000-00ba5371c94a?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3483-65da-7000-8000-00ba5371c94a?poll=true	-
fh-character-ability-boneshaper-life-in-death	frosthaven	table-qa	character-abilities	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	0.8	pass		7194	7190	-	7/297/14743	11566	0.0500	0.0045	2	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3483-742c-7000-8000-0342b9a49f99?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3483-742c-7000-8000-0342b9a49f99?poll=true	-
item-crude-boots	frosthaven	table-qa	items	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1833	1832	-	3/96/5551	5452	0.0500	0.0014	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3483-9ad6-7000-8000-01c1cfd2d7c6?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3483-9ad6-7000-8000-01c1cfd2d7c6?poll=true	-
fh-item-012-crude-chain-armor	frosthaven	table-qa	items	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1860	1859	-	3/101/5559	5455	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3483-a8ee-7000-8000-02fdca88b66c?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3483-a8ee-7000-8000-02fdca88b66c?poll=true	-
drifter-ignore-negative-item-effects-correction	frosthaven	table-qa	character-mats	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		4375	4373	-	6/159/8252	8087	0.0500	0.0024	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3483-b788-7000-8000-023ac1296486?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3483-b788-7000-8000-023ac1296486?poll=true	-
rule-scenario-level	frosthaven	table-qa	rulebook	rules-synthesis	rulebook		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		23211	12564	-	7/1146/22309	21156	0.0500	0.0172	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3483-d145-7000-8000-0344825b2f0e?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3483-d145-7000-8000-0344825b2f0e?poll=true	-
rule-advantage	frosthaven	table-qa	rulebook	rules-synthesis	rulebook		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		25285	15770	-	7/989/21983	20987	0.0500	0.0148	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3484-3345-7000-8000-008e794b7f55?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3484-3345-7000-8000-008e794b7f55?poll=true	-
fh-character-mat-banner-spear	frosthaven	table-qa	character-mats	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1871	1868	-	3/98/5573	5472	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3484-9e02-7000-8000-0080f32f2e2d?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3484-9e02-7000-8000-0080f32f2e2d?poll=true	-
fh-scenario-8-crystal-trench	frosthaven	table-qa	scenarios	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1849	1848	-	3/95/5566	5468	0.0500	0.0014	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3484-bcc7-7000-8000-0049fc480ff6?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3484-bcc7-7000-8000-0049fc480ff6?poll=true	-
fh-battle-goal-accountant	frosthaven	table-qa	battle-goals	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		4036	4034	-	6/170/7793	7617	0.0500	0.0026	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3484-cac2-7000-8000-001141150ae0?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3484-cac2-7000-8000-001141150ae0?poll=true	-
fh-rule-spent-item-recovery	frosthaven	table-qa	rulebook	rules-synthesis	rulebook		langgraph:anthropic:claude-sonnet-4-6	fail	latency_budget	1	pass		17292	11462	fail	7/584/21696	21105	0.0500	0.0088	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3484-e231-7000-8000-0206e0a70085?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3484-e231-7000-8000-0206e0a70085?poll=true	-
fh-rule-retaliate-timing	frosthaven	table-qa	rulebook	rules-synthesis	rulebook		langgraph:anthropic:claude-sonnet-4-6	fail	latency_budget	1	pass		22600	16051	fail	7/747/17689	16935	0.0500	0.0112	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3485-2d8c-7000-8000-0018bc1a338f?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3485-2d8c-7000-8000-0018bc1a338f?poll=true	-
fh-personal-quest-581-the-study-of-plants	frosthaven	table-qa	personal-quests	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		7871	7867	-	6/295/8040	7739	0.0500	0.0044	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3485-90be-7000-8000-00ec3f6b8863?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3485-90be-7000-8000-00ec3f6b8863?poll=true	-
fh-scenario-5-frozen-crypt	frosthaven	table-qa	scenarios	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2132	2129	-	3/95/5566	5468	0.0500	0.0014	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3485-b680-7000-8000-0327497b4c9c?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3485-b680-7000-8000-0327497b4c9c?poll=true	-
fh-character-ability-blinkblade-blurry-jab	frosthaven	table-qa	character-abilities	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	fail	answer_quality	0.6	pass		8494	8490	-	7/362/14868	14499	0.0500	0.0054	2	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3485-c6c5-7000-8000-03f44153dd2f?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3485-c6c5-7000-8000-03f44153dd2f?poll=true	-
monster-flame-demon-elite	frosthaven	table-qa	monster-stats	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1786	1785	-	3/99/5561	5459	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3485-f15f-7000-8000-0272d548a10b?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3485-f15f-7000-8000-0272d548a10b?poll=true	-
item-spyglass	frosthaven	table-qa	items	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1755	1753	-	3/96/5558	5459	0.0500	0.0014	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3485-fce6-7000-8000-014da9740d20?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3485-fce6-7000-8000-014da9740d20?poll=true	-
scenario-7-edge-world-unlocks	frosthaven	table-qa	scenarios	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2244	2242	pass	3/100/5568	5465	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3486-0a79-7000-8000-02d870488ae0?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3486-0a79-7000-8000-02d870488ae0?poll=true	-
fh-item-009-protective-scepter	frosthaven	table-qa	items	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	0.8	pass		2076	2075	-	3/102/5561	5456	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3486-1948-7000-8000-0092a714ff24?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3486-1948-7000-8000-0092a714ff24?poll=true	-
fh-monster-abael-scout-elite-level-7	frosthaven	table-qa	monster-stats	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2509	2506	-	3/80/5540	5457	0.0500	0.0012	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3486-2bf8-7000-8000-029094bfd66f?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3486-2bf8-7000-8000-029094bfd66f?poll=true	-
fh-monster-abael-herder-normal-level-0	frosthaven	table-qa	monster-stats	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2451	2447	-	3/82/5544	5459	0.0500	0.0012	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3486-3b26-7000-8000-03d139a7c149?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3486-3b26-7000-8000-03d139a7c149?poll=true	-
fh-item-004-crude-hide-armor	frosthaven	table-qa	items	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1955	1951	-	3/101/5559	5455	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3486-498c-7000-8000-03da419fa431?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3486-498c-7000-8000-03da419fa431?poll=true	-
fh-multihop-scenario-14-conclusion-unlock	frosthaven	table-qa	scenarios	multi-hop	scenario-section-books		langgraph:anthropic:claude-sonnet-4-6	fail	retrieval	0.8	pass		9877	7720	fail	12/350/22354	21992	0.0500	0.0053	2	0	3	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3486-57dd-7000-8000-0078512053d0?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3486-57dd-7000-8000-0078512053d0?poll=true	-
fh-battle-goal-acrobat	frosthaven	table-qa	battle-goals	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		4419	4416	-	6/157/7790	7627	0.0500	0.0024	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3486-87f0-7000-8000-00ff42767563?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3486-87f0-7000-8000-00ff42767563?poll=true	-
fh-scenario-4a-heart-of-ice-a	frosthaven	table-qa	scenarios	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1955	1953	-	3/96/5567	5468	0.0500	0.0014	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3486-9e40-7000-8000-00ab68efcd8c?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3486-9e40-7000-8000-00ab68efcd8c?poll=true	-
fh-scenario-6-avalanche	frosthaven	table-qa	scenarios	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2015	2012	-	3/95/5566	5468	0.0500	0.0014	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3486-ac94-7000-8000-03c2a9febfa9?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3486-ac94-7000-8000-03c2a9febfa9?poll=true	-
building-alchemist	frosthaven	table-qa	buildings	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	fail	answer_quality	0.6	pass		15833	15828	-	7/344/14200	13849	0.0500	0.0052	2	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3486-bb11-7000-8000-0229660e25ef?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3486-bb11-7000-8000-0229660e25ef?poll=true	-
fh-item-006-flexible-slippers	frosthaven	table-qa	items	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2249	2246	-	3/101/5559	5455	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3487-0458-7000-8000-03f340e65437?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3487-0458-7000-8000-03f340e65437?poll=true	-
fh-character-mat-blinkblade	frosthaven	table-qa	character-mats	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2238	2235	-	3/99/5575	5473	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3487-13aa-7000-8000-009cf3ec82ba?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3487-13aa-7000-8000-009cf3ec82ba?poll=true	-
fh-character-ability-coral-overwhelming-wave	frosthaven	table-qa	character-abilities	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	fail	answer_quality	0.6	pass		7309	7306	-	7/314/14700	14379	0.0500	0.0047	2	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3487-218b-7000-8000-02de1e8ba9da?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3487-218b-7000-8000-02de1e8ba9da?poll=true	-
tool-free-assistant-game	frosthaven	table-qa	tool-free	exact-lookup	application		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1226	1220	-	3/31/5483	5449	0.0500	0.0005	0	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3487-45f9-7000-8000-0033f43f71b5?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3487-45f9-7000-8000-0033f43f71b5?poll=true	-
fh-monster-ability-algox-icespeaker-warding-swipe	frosthaven	table-qa	monster-abilities	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		12422	12417	-	11/585/40151	29963	0.0500	0.0088	4	0	4	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3487-50d7-7000-8000-035771884326?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3487-50d7-7000-8000-035771884326?poll=true	-
fh-multihop-scenario-8-read-now-chain	frosthaven	table-qa	scenarios	multi-hop	scenario-section-books		langgraph:anthropic:claude-sonnet-4-6	fail	latency_budget	1	pass		11280	9222	fail	12/370/20857	20475	0.0500	0.0056	2	0	3	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3487-8b22-7000-8000-02aa8da66fe6?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3487-8b22-7000-8000-02aa8da66fe6?poll=true	-
fh-monster-algox-icespeaker-normal-level-2	frosthaven	table-qa	monster-stats	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1919	1916	-	3/103/5567	5461	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3487-bc8e-7000-8000-02e9673c957a?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3487-bc8e-7000-8000-02e9673c957a?poll=true	-
fh-personal-quest-582-searching-for-the-oak	frosthaven	table-qa	personal-quests	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		6576	6567	-	6/269/8025	7750	0.0500	0.0040	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3487-c990-7000-8000-0176c3e3a590?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3487-c990-7000-8000-0176c3e3a590?poll=true	-
fh-multihop-scenario-23-conclusion-unlock	frosthaven	table-qa	scenarios	multi-hop	scenario-section-books		langgraph:anthropic:claude-sonnet-4-6	fail	latency_budget	1	pass		9607	9603	fail	12/448/23182	16782	0.0500	0.0067	3	0	3	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3487-eab2-7000-8000-01436433df0c?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3487-eab2-7000-8000-01436433df0c?poll=true	-
fh-monster-abael-warlord-normal-level-0	frosthaven	table-qa	monster-stats	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1890	1888	-	3/83/5546	5460	0.0500	0.0012	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3488-17f3-7000-8000-0182ba382c7c?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3488-17f3-7000-8000-0182ba382c7c?poll=true	-
fh-monster-abael-warlord-normal-level-5	frosthaven	table-qa	monster-stats	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1717	1715	-	3/83/5546	5460	0.0500	0.0012	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3488-265a-7000-8000-02dbbdc2d807?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3488-265a-7000-8000-02dbbdc2d807?poll=true	-
rule-poison	frosthaven	table-qa	rulebook	rules-synthesis	rulebook		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		22593	16119	-	7/582/20371	19782	0.0500	0.0087	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3488-337c-7000-8000-014dd8d08ee4?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3488-337c-7000-8000-014dd8d08ee4?poll=true	-
fh-scenario-0-howling-in-the-snow	frosthaven	table-qa	scenarios	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2484	2479	-	3/95/5566	5468	0.0500	0.0014	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3488-945a-7000-8000-01b9e503567c?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3488-945a-7000-8000-01b9e503567c?poll=true	-
fh-monster-ability-abael-herder-fish-net	frosthaven	table-qa	monster-abilities	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		6900	6893	-	7/300/18059	17752	0.0500	0.0045	2	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3488-a6a2-7000-8000-023eac33448a?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3488-a6a2-7000-8000-023eac33448a?poll=true	-
fh-multihop-scenario-31-conclusion-unlock	frosthaven	table-qa	scenarios	multi-hop	scenario-section-books		langgraph:anthropic:claude-sonnet-4-6	fail	latency_budget	1	pass		12289	12284	fail	12/417/23238	18578	0.0500	0.0063	3	0	3	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3488-c865-7000-8000-0275ebc6dd04?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/c48781b7-3466-4b49-b39b-7212501d7a59/r/019f3488-c865-7000-8000-0275ebc6dd04?poll=true	-
